"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"0177U","Onc brst ca dna pik3ca 11","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0178U","Peanut allg asmt epi clin rx","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0179U","Onc nonsm cll lng ca alys 23","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0180U","Abo gnotyp abo 7 exons","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0181U","Co gnotyp aqp1 exon 1","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0182U","Crom gnotyp cd55 exons 1-10","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0183U","Di gnotyp slc4a1 exon 19","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0184T","Exc rectal tumor endoscopic","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0184U","Do gnotyp art4 exon 2","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0185U","Fut1 gnotyp fut1 exon 4","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0186U","Fut2 gnotyp fut2 exon 2","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0187U","Fy gnotyp ackr1 exons 1-2","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0188U","Ge gnotyp gypc exons 1-4","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0189U","Gypa gnotyp ntrns 1 5 exon 2","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0190U","Gypb gnotyp ntrns 1 5 seux 3","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0191U","In gnotyp cd44 exons 2 3 6","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0192U","Jk gnotyp slc14a1 exon 9","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0193U","Jr gnotyp abcg2 exons 2-26","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0194U","Kel gnotyp kel exon 8","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0195U","Klf1 targeted sequencing","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0196U","Lu gnotyp bcam exon 3","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0197U","Lw gnotyp icam4 exon 1","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0198T","Ocular blood flow measure","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0198U","Rhd&rhce gntyp rhd1-10&rhce5","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0199U","Sc gnotyp ermap exons 4 12","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0200T","Perq sacral augmt unilat inj","Professional","Yes",,"No",,,,"$0.00","$2,656.32","No","No","No","No","No","No",,,
"0200U","Xk gnotyp xk exons 1-3","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0201T","Perq sacral augmt bilat inj","Professional","Yes",,"No",,,,"$0.00","$2,031.87","No","No","No","No","No","No",,,
"0201U","Yt gnotyp ache exon 2","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0202T","Post vert arthrplst 1 lumbar","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0202U","NFCT DS 22 TRGT SARS-COV-2","Professional","Yes",,"No",,,,"$416.78","Not Allowed","No","No","No","No","Yes","No",,,
"0203U","Ai ibd mrna xprsn prfl 17","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0205U","Oph amd alys 3 gene variants","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0206U","Neuro alzheimer cell aggregj","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0207T","Clear eyelid gland w/heat","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0207U","Neuro alzheimer quan imaging","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0208T","Automated audiometry air","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0209T","Auto audiometry air/bone","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0209U","Cytog const alys interrog","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0210T","Auto audiometry sp thresh","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0210U","Syphilis tst antb ia quan","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0211T","Auto audiometry sp thresh","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0211U","Onc pan-tum dna&rna gnrj seq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0212T","Comprehen auto audiometry","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0212U","Rare ds gen dna alys proband","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0213T","Njx paravert w/us cer/thor","Professional","Yes",,"No",,,,"$0.00","$276.60","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0213U","Rare ds gen dna alys ea comp","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0214T","Njx paravert w/us cer/thor","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0214U","Rare ds xom dna alys proband","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0215T","Us facet jt inj cerv/t 3 lev","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0215U","Rare ds xom dna alys ea comp","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0216T","Njx paravert w/us lumb/sac","Professional","Yes",,"No",,,,"$0.00","$276.60","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0216U","Neuro inh ataxia dna 12 com","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0217T","Njx paravert w/us lumb/sac","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0217U","Neuro inh ataxia dna 51 gene","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0218T","Us facet jt inj ls 3 level","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0218U","Neuro musc dys dmd seq alys","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0219T","Fuse spine facet jt cerv","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0219U","Nfct agt hiv gnrj seq alys","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0220T","Fuse spine facet jt thor","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0220U","Onc brst ca ai assmt 12 feat","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0221T","Fuse spine facet jt lumbar","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0221U","Abo gnotyp next gnrj seq abo","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0222T","Plmt post facet implt addl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No","LCD editing applies, LCD L38803, Billing Article A58405",,
"0222U","Rhd&rhce gntyp next gnrj seq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0223U","NFCT DS 22 TRGT SARS-COV-2","Professional","Yes",,"No",,,,"$416.78","Not Allowed","No","No","No","No","Yes","No",,,
"0224U","ANTIBODY SARS-COV-2 TITER(S)","Professional","Yes",,"No",,,,"$51.43","Not Allowed","No","No","No","No","Yes","No",,,
"0225U","NFCT DS DNA&RNA 21 SARSCOV2","Professional","Yes",,"No",,,,"$416.78","Not Allowed","No","No","No","No","Yes","No",,,
"0226U","Svnt sarscov2 elisa plsm srm","Professional","Yes",,"No",,,,"$42.28","Not Allowed","No","No","No","No","Yes","No",,,
"0227U","Rx asy prsmv 30+rx/metablt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0228U","Onc prst8 ma molec prfl alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0229U","Bcat1 promoter mthyltn alys","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0230U","Ar full sequence analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0231U","Cacna1a full gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0232T","Njx platelet plasma","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0232U","Cstb full gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0233U","Fxn gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0234T","Trluml perip athrc renal art","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0234U","Mecp2 full gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0235T","Trluml perip athrc visceral","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0235U","Pten full gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0236T","Trluml perip athrc abd aorta","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0236U","Smn1&smn2 full gene analysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0237T","Trluml perip athrc brchiocph","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0237U","Car ion chnlpthy gen seq pnl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0238T","Trluml perip athrc iliac art","Professional","Yes",,"No",,,,"$0.00","$6,674.18","No","No","No","No","No","No",,,
"0238U","Onc lnch syn gen dna seq aly","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0239U","Trgt gen seq alys pnl 311+","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0242U","Trgt gen seq alys pnl 55-74","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0243U","Ob pe biochem assay pgf alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0244U","Onc solid orgn dna 257 genes","Professional","Yes",,"No",,,,"$3,500.00","Not Allowed","No","No","No","No","Yes","Yes",,,
"0245U","Onc thyr mut alys 10 gen&37","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0246U","Rbc dna gnotyp 16 bld groups","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0247U","Ob prtrm brth ibp4 shbg meas","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0248U","Onc sphrd cell cul 12 rx pnl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0249U","Onc brst alys 32 phsprtn alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0250U","Onc sld org neo dna 505 gene","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0251U","Hepcidin-25 elisa serum/plsm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0252U","Ftl aneuploidy str alys dna","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0253T","Insert aqueous drain device","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0253U","Rprdtve med rna gen prfl 238","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0254U","Reprdtve med alys 24 chrmsm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0255U","Andrology infertility assmt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0256U","Tma/tmao prfl ms/ms ur alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0257U","Vlcad leuk nzm actv whl bld","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0258U","Ai psor mrna 50-100 gen alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0259U","Neph ckd nuc mrs meas gfr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0260U","Rare ds id opt genome mapg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0261U","Onc clrct ca img alys w/ai","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0262U","Onc sld tum rt-pcr 7 gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0263T","Im B1 mrw cel ther cmpl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0263U","Neuro asd meas 16 c metblt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0264T","Im B1 mrw cel ther xcl hrvst","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0264U","Rare ds id opt genome mapg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0265T","Im B1 mrw cel ther hrvst onl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0265U","Rar do whl gn&mtcdrl dna als","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0266T","Implt/rpl crtd sns dev total","Professional","Yes",,"No",,,,,"$24,427.24",,"No","No","No",,"No",,,
"0266U","Unxpl cnst hrtbl do gn xprsn","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0267T","Implt/rpl crtd sns dev lead","Professional","Yes",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0267U","Rare do id opt gen mapg&seq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0268T","Implt/rpl crtd sns dev gen","Professional","Yes",,"No",,,,,"$15,346.42",,"No","No","No",,"No",,,
"0268U","Hem ahus gen seq alys 15 gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0269T","Rev/remvl crtd sns dev total","Professional","No",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0269U","Hem aut dm cgen trmbctpna 14","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0270T","Rev/remvl crtd sns dev lead","Professional","No",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0270U","Hem cgen coagj do 20 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0271T","Rev/remvl crtd sns dev gen","Professional","Yes",,"No",,,,,"$1,125.26",,"No","No","No",,"No",,,
"0271U","Hem cgen neutropenia 23 gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0272T","Interrogate crtd sns dev","Professional","Yes",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0272U","Hem genetic bld do 51 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0273T","Interrogate crtd sns w/pgrmg","Professional","Yes",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0273U","Hem gen hyprfibrnlysis 8 gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0274T","Prq lamot/lam dcmpr crv/thrc","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0274U","Hem gen pltlt do 43 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0275T","Perq lamot/lam lumbar","Professional","No",,"No",,,,,"Not Allowed",,"No","No","No",,"No",,,
"0275U","Hem heprn nduc trmbctpna srm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0276U","Hem inh thrombocytopenia 42","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0277U","Hem gen pltlt funcj do 31","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0278T","Trluml perip athrc iliac art","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0278U","Hem gen thrombosis 12 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0279U","Hem vw factor&clgn iii bndg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0280U","Hem vw factor&clgn iv bndg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0281U","Hem vwd propeptide ag lvl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0282U","Rbc dna gntyp 12 bld grp gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0283U","Vw factor type 2b eval plsm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0284U","Vw factor type 2n eval plsm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0285U","Onc ds prog&rspse mntr radj","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0286U","Cep72 nudt15&tpmt gene alys","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0287U","Onc thyr dna&mrna 112 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0288U","Onc lung mrna quan pcr 11&3","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0289U","Neuro alzheimer mrna 24 gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0290U","Pain mgmt mrna gen xprsn 36","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0291U","Psyc mood do mrna 144 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0292U","Psyc strs do mrna 72 genes","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0293U","Psyc suicidal idea mrna 54","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0294U","Lngvty&mrtlty rsk mrna 18gen","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0295U","Onc brst dux carc 7 proteins","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0296U","Onc orl&/orop ca 20 mlc feat","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0297U","Onc pan tum whl gen seq dna","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0298U","Onc pan tum whl trns seq rna","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0299U","Onc pan tum whl gen opt mapg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0300U","Onc pan tum whl gen seq&opt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0301U","Iadna bartonella ddpcr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0302U","Iadna brtnla ddpcr flwg liq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0303U","Hem rbc ads whl bld hypoxic","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0304U","Hem rbc ads whl bld normoxic","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0305U","Hem rbc fnclty&dfrm shr strs","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0306U","Onc mrd nxt-gnrj alys 1st","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0307U","Onc mrd nxt-gnrj alys sbsq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0308T","Insj ocular telescope prosth","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"0308U","Crd cad alys 3 prtn plsm alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0309U","Crd cv ds aly 4 prtn plm alg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0310U","Ped vsclts kd alys 3 bmrks","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0311U","Nfct ds bct quan antmcrb sc","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0312U","Nfct ds bct quan antmcrb sc","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0313U","Onc pncrs dna&mrna seq 74","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0314U","Onc cutan mlnma mrna 35 gene","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0315U","Onc cutan sq cll ca mrna 40","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0316U","B brgdrferi lyme ds ospa evl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0317U","Onc lung ca 4-prb fish assay","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0318U","Ped whl gen mthyltn alys 50+","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0319U","Ped whl gen mthyltn alys 50+","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0320U","Neph rna psttrnspl perph bld","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0321U","Iadna gu pthgn 20bct&fng org","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"0322U","Neuro asd meas 14 acyl carn","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
