"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,
"ND Medicaid Durable Medical Equipment Services Fee Schedule",,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Modifier Required","Rental Rate","General Rate","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","DME ICF Responsibility","DME NF Responsibility","DME SB Responsibility","Service Authorization Required","General Notes"
"E0295","Hosp bed semi-elect w/o matt","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$76.74","$767.40","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 10 years for purchase, 1 unit allowed every month for rental"
"E0303","Hosp bed hvy dty xtra wide","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$207.27","$2,072.70","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 10 years for purchase, 1 unit allowed every month for rental"
"E0305","Rails bed side half length","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$13.77","$137.70","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","No","1 unit allowed every 2 years for purchase, 1 unit allowed every month for rental"
"E0310","Rails bed side full length","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$24.76","$296.19","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","No","1 unit allowed every 2 years for purchase, 1 unit allowed every month for rental"
"E0325","Urinal male jug-type","DME-Purchase","Yes",,,,"$15.13","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"E0326","Urinal female jug-type","DME-Purchase","Yes",,,,"$14.22","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"E0373","Nonpowered pressure mattress","DME-Rental","Yes",,"RR for rental","$257.64","$0.00","No","No","No","Yes","No","No","No","Yes, for rental","1 unit allowed every month for rental"
"E0424","Stationary compressed gas 02","DME-Rental","Yes",,"RR for rental","$84.63","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental","1 unit allowed every month for rental"
"E0430","Oxygen system gas portable","DME-Purchase","Yes",,,,"$516.66","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0431","Portable gaseous 02","DME-Rental","Yes",,"RR for rental","$19.41","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental","1 unit allowed every month for rental"
"E0433","Portable liquid oxygen sys","DME-Rental","Yes",,"RR for rental","$42.44","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental","1 unit allowed every month for rental"
"E0434","Portable liquid 02","DME-Rental","Yes",,"RR for rental","$42.44","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental","1 unit allowed every month for rental"
"E0435","Oxygen system liquid portabl","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$53.86","$646.44","No","No","No","Yes","No","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for rental","1 unit allowed every month for purchase and rental"
"E0439","Stationary liquid 02","DME-Rental","Yes",,"RR for rental","$85.81","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental","1 unit allowed every month for rental"
"E0440","Oxygen system liquid station","DME-Purchase","Yes",,,,"$3,964.68","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes","1 unit allowed every month"
"E0441","Oxygen contents, gaseous","DME-Purchase","Yes",,,,"$59.10","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"E0442","Oxygen contents, liquid","DME-Purchase","Yes",,,,"$59.10","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"E0443","Portable 02 contents, gas","DME-Purchase","Yes",,,,"$54.51","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 7 years"
"E0444","Portable 02 contents, liquid","DME-Purchase","Yes",,,,"$54.51","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0445","Oximeter non-invasive","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$92.26","$922.71","No","No","No","Yes","Yes, for rental","Yes, for purchase and rental","Yes, for rental","Yes, for purchase and rental","1 unit allowed every 7 years for purchase, 1 unit allowed every month for rental"
"E0457","Chest shell","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$105.79","$1,030.92","No","No","No","Yes","Yes, for purchase","Yes, for purchase","No","Yes, for purchase and rental","1 unit allowed every 7 years for purchase, 1 unit allowed every month for rental"
"E0465","Home vent invasive interface","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$1,360.33","$15,527.78","No","No","No","Yes","Yes, for purchase and rental","No","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0466","Home vent non-invasive inter","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$1,360.33","$15,527.78","No","No","No","Yes","Yes, for purchase and rental","No","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0470","RAD w/o backup non-inv intfc","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$135.67","$1,356.70","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0471","RAD w/backup non inv intrfc","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$337.54","$3,375.40","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0480","Percussor elect/pneum home m","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$58.62","$696.42","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for rental","1 unit allowed every 10 years for purchase, 1 unit allowed every month for rental"
"E0482","Cough stimulating device","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$551.79","$5,517.90","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0483","Hi freq chest wall oscil sys","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$1,515.12","$15,151.20","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0484","Non-elec oscillatory pep dvc","DME-Purchase","Yes",,,,"$74.05","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"E0550","Humidif extens supple w ippb","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$86.18","$1,034.24","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0555","Humidifier for use w/ regula","DME-Purchase","Yes",,,,"$8.66","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0560","Humidifier supplemental w/ i","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$23.89","$287.73","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0561","Humidifier nonheated w PAP","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$15.40","$179.50","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0562","Humidifier heated used w PAP","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$41.33","$497.70","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0565","Compressor air power source","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$71.76","$838.81","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0570","Nebulizer with compression","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$7.35","$73.50","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0600","Suction pump portab hom modl","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$58.75","$587.50","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 3 years for purchase, 1 unit allowed every month for rental"
"E0601","Cont airway pressure device","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$50.70","$507.00","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 3 years for purchase, 1 unit allowed every month for rental"
"E0602","Manual breast pump","DME-Purchase","Yes",,,,"$47.11","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every year"
"E0603","Electric breast pump","DME-Purchase","Yes",,,,"$142.97","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 3 years"
"E0604","Hosp grade elec breast pump","DME-Rental","Yes",,"RR for rental","$120.01","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","Yes, for rental after 1st month","1 unit allowed every month for rental"
"E0607","Blood glucose monitor home","DME-Purchase","Yes",,,,"$95.23","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"E0610","Pacemaker monitr audible/vis","DME-Purchase","Yes",,,,"$432.86","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"E0615","Pacemaker monitr digital/vis","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$59.98","$720.09","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","No","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0618","Apnea monitor","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$286.16","$3,447.52","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 2 years for purchase, 1 unit allowed every month for rental"
"E0619","Apnea monitor w recorder","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$285.90","$3,355.27","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0621","Patient lift sling or seat","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$45.61","$136.89","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","No","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
"E0627","Seat lift incorp lift-chair","DME-Purchase","Yes",,,,"$342.69","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 7 years"
"E0629","Seat lift for pt furn-non-el","DME-Purchase","Yes",,,,"$335.91","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 10 years"
"E0630","Patient lift hydraulic","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$74.71","$747.10","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","No","1 unit allowed every 10 years for purchase, 1 unit allowed every month for rental"
"E0635","Patient lift electric","DME-Rental","Yes",,"RR for rental","$141.24","$0.00","No","No","No","Yes","Yes, for rental","Yes, for rental","Yes, for rental","No","1 unit allowed every month for rental"
"E0637","Combination sit to stand sys","DME-Purchase","Yes",,,,"$3,333.47","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0638","Standing frame sys","DME-Purchase","Yes",,,,"$3,333.47","No","No","No","Yes","No","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0639","Moveable patient lift system","DME-Purchase","Yes",,,,"$1,589.80","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0700","Safety equipment","DME-Purchase","Yes",,,,"$6.94","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 5 years"
"E0720","Tens two lead","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$49.59","$71.39","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 3 years for purchase, 1 unit allowed every month for rental"
"E0730","Tens four lead","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$51.69","$70.77","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 2 years for purchase, 1 unit allowed every month for rental"
"E0731","Conductive garment for tens/","DME-Purchase","Yes",,,,"$568.27","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","Yes, for purchase","1 unit allowed every 2 years"
"E0747","Elec osteogen stim not spine","DME-Purchase, DME-Rental","Yes",,"NU for purchase, RR for rental","$554.57","$5,580.94","No","No","No","Yes","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","Yes, for purchase and rental","1 unit allowed every 5 years for purchase, 1 unit allowed every month for rental"
